ds,yhat
2023-03-12,1.1296921716261017
2023-03-13,1.4488146187449493
2023-03-14,1.4228428122294003
2023-03-15,1.410442135874032
2023-03-16,1.4715648962358967
2023-03-17,1.4938481825812946
2023-03-18,1.1865911783963847
2023-03-19,1.1483937962718427
2023-03-20,1.4668797486544267
2023-03-21,1.4395401353069928
2023-03-22,1.425065861700114
2023-03-23,1.483457123100411
2023-03-24,1.5024199732168282
2023-03-25,1.1913417288778922
2023-03-26,1.1489271361956992
2023-03-27,1.4629184804433493
2023-03-28,1.4309358043912703
2023-03-29,1.411805644962652
2023-03-30,1.4656666277646107
2023-03-31,1.4803620491926863
2023-04-01,1.1654113114279676
2023-04-02,1.1196422493449456
2023-04-03,1.4309076416207611
2023-04-04,1.3969221741718276
2023-04-05,1.376588359589519
2023-04-06,1.4300998336247766
2023-04-07,1.4453322251680796
2023-04-08,1.1318135153524913
2023-04-09,1.0883559569449108
2023-04-10,1.4027728594502549
2023-04-11,1.3727165018326108
2023-04-12,1.3570056509692054
2023-04-13,1.4157310627221065
2023-04-14,1.4366491006869815
2023-04-15,1.1291553110355972
2023-04-16,1.091919934081649
2023-04-17,1.412608556529155
2023-04-18,1.388724056834285
2023-04-19,1.3789382074183438
2023-04-20,1.4432011946404877
2023-04-21,1.4691390772669766
2023-04-22,1.1660309125260202
2023-04-23,1.1324474291321573
2023-04-24,1.4559743610257554
2023-04-25,1.4340565176353617
2023-04-26,1.4253308936739173
2023-04-27,1.4897370361769902
2023-04-28,1.514914665263877
2023-04-29,1.2101802730178304
2023-04-30,1.1741645949496353
2023-05-01,1.4945341022586982
2023-05-02,1.4688326435494568
2023-05-03,1.4558116088284208
2023-05-04,1.5155369182252842
2023-05-05,1.535782929218774
2023-05-06,1.2260050938152895
2023-05-07,1.1849733739211608
2023-05-08,1.500489680342619
2023-05-09,1.4702255813751801
2023-05-10,1.4530487678184283
2023-05-11,1.509126684299993
2023-05-12,1.5263175184401716
2023-05-13,1.2141404645340175
2023-05-14,1.171407340220715
2023-05-15,1.4859388747418256
2023-05-16,1.4554019492980266
2023-05-17,1.438636291187808
2023-05-18,1.495759026357004
2023-05-19,1.5145572565387833
2023-05-20,1.2044605329716422
2023-05-21,1.164175242309559
2023-05-22,1.4814041441459969
2023-05-23,1.453687247165526
2023-05-24,1.4397324209439866
2023-05-25,1.499524034430864
2023-05-26,1.5207196687125486
2023-05-27,1.2126266554454537
2023-05-28,1.1738403375842992
2023-05-29,1.4919671777768975
2023-05-30,1.4644687958287632
2023-05-31,1.4499952376833491
2023-06-01,1.508495686863203
2023-06-02,1.5276166020373476
2023-06-03,1.2166789866420045
2023-06-04,1.174316661385619
2023-06-05,1.4881986597534045
2023-06-06,1.455871843404704
2023-06-07,1.4360920757775404
2023-06-08,1.488932220167875
2023-06-09,1.5021770192021031
2023-06-10,1.185296650811099
2023-06-11,1.1370809341430503
2023-06-12,1.4453574187384424
2023-06-13,1.4078295744354186
2023-06-14,1.3834035449581545
2023-06-15,1.4322918563718898
2023-06-16,1.44240425961649
2023-06-17,1.12331761742226
2023-06-18,1.0739069148528175
2023-06-19,1.3820607195447472
2023-06-20,1.3455173864407648
2023-06-21,1.323190529461817
2023-06-22,1.375272191487519
2023-06-23,1.38962391097305
2023-06-24,1.0757475938242798
2023-06-25,1.0324182464289617
2023-06-26,1.3474018519617696
2023-06-27,1.3182946212782545
2023-06-28,1.3038520594922025
2023-06-29,1.3640961827326714
2023-06-30,1.3867109735488643
2023-07-01,1.0810178639273154
2023-07-02,1.045613175567879
2023-07-03,1.368090670304907
2023-07-04,1.345885313316497
2023-07-05,1.3376065657350826
2023-07-06,1.4031494243512745
2023-07-07,1.4300931910149948
2023-07-08,1.1276796687410144
2023-07-09,1.0944526388059943
2023-07-10,1.4179817147790845
2023-07-11,1.3957066397180053
2023-07-12,1.3862703278222546
2023-07-13,1.4496288747200026
2023-07-14,1.4734485470656147
2023-07-15,1.1670814973453756
2023-07-16,1.1292021264781682
2023-07-17,1.4475272762616855
2023-07-18,1.4196564189163252
2023-07-19,1.4044002586691493
2023-07-20,1.4618860923743537
2023-07-21,1.4799500685254812
2023-07-22,1.1681082215029455
2023-07-23,1.1251883332110624
2023-07-24,1.4390459287756454
2023-07-25,1.4074006896958837
2023-07-26,1.3891618039373401
2023-07-27,1.4445306898841705
2023-07-28,1.4613913063984967
2023-07-29,1.1492799796335254
2023-07-30,1.1070168319826477
2023-07-31,1.4224221315714725
2023-08-01,1.3931538355713793
2023-08-02,1.378034815271857
2023-08-03,1.4371581474769992
2023-08-04,1.458280613030166
2023-08-05,1.150796244397538
2023-08-06,1.113371904218854
2023-08-07,1.4336680978210368
2023-08-08,1.4091811689399463
2023-08-09,1.3985752370736044
2023-08-10,1.4617921300099983
2023-08-11,1.4864493230442954
2023-08-12,1.1818176030224778
2023-08-13,1.146460324156582
2023-08-14,1.4679573556336485
2023-08-15,1.4437497821062308
2023-08-16,1.4324736445329571
2023-08-17,1.494070923117318
2023-08-18,1.5161877426032189
2023-08-19,1.2081515082092469
2023-08-20,1.168608850921045
2023-08-21,1.485247515247129
2023-08-22,1.4556383039866088
2023-08-23,1.4385654398589975
2023-08-24,1.4941336350975514
2023-08-25,1.5101619529746242
2023-08-26,1.1961562851452252
2023-08-27,1.150942447494069
2023-08-28,1.462383156893271
2023-08-29,1.4282151343301908
2023-08-30,1.4073748235164945
2023-08-31,1.4601011399494748
2023-09-01,1.474325449972666
2023-09-02,1.1596407074640367
2023-09-03,1.1149318405034139
2023-09-04,1.4280907233542326
2023-09-05,1.3968520337203372
2023-09-06,1.3801185189916778
2023-09-07,1.4380641004018895
2023-09-08,1.4585250076057736
2023-09-09,1.1509708436195023
2023-09-10,1.114137624912931
2023-09-11,1.4357460659430563
2023-09-12,1.4133413253825582
2023-09-13,1.4056226405809835
2023-09-14,1.4725511702655616
2023-09-15,1.5017461200893127
2023-09-16,1.202460927298481
2023-09-17,1.1732214230946862
2023-09-18,1.5015491162986936
2023-09-19,1.4848056939500103
2023-09-20,1.4815270506025429
2023-09-21,1.5515350613444743
2023-09-22,1.582337080568672
2023-09-23,1.283104864714519
2023-09-24,1.2523147758210658
2023-09-25,1.5774723655936405
2023-09-26,1.5559574100990847
2023-09-27,1.546357700383978
2023-09-28,1.6085798163620377
2023-09-29,1.6302468965134036
2023-09-30,1.3206751492889064
2023-10-01,1.278511026362339
2023-10-02,1.5914522345705857
2023-10-03,1.5570887453695395
2023-10-04,1.5342322050260349
2023-10-05,1.5830220773800525
2023-10-06,1.5913186400614785
2023-10-07,1.2686746894824228
2023-10-08,1.213967982553893
2023-10-09,1.51511769554448
2023-10-10,1.4699211557696217
2023-10-11,1.4373793374763688
2023-10-12,1.4777995309592948
2023-10-13,1.4791853707979752
2023-10-14,1.1512061299602374
2023-10-15,1.0928273448144958
2023-10-16,1.392026073730279
2023-10-17,1.346627052547213
2023-10-18,1.315628231202739
2023-10-19,1.3593040799834135
2023-10-20,1.3655968178744042
2023-10-21,1.0440874250176333
2023-10-22,0.9936284498108446
2023-10-23,1.302061850763633
2023-10-24,1.2670580676882168
2023-10-25,1.24744473364524
2023-10-26,1.303313341023866
2023-10-27,1.322413938890755
2023-10-28,1.0141296498720471
2023-10-29,0.9771129466366161
2023-10-30,1.2990068624487154
2023-10-31,1.2772872708551657
2023-11-01,1.2705945935740275
2023-11-02,1.3388432055565889
2023-11-03,1.3696185785852848
2023-11-04,1.0721539244648266
2023-11-05,1.0449682595297296
2023-11-06,1.375589055078912
2023-11-07,1.3613956068359496
2023-11-08,1.3609514879799658
2023-11-09,1.4341143665900395
2023-11-10,1.4684332461849463
2023-11-11,1.1731249123266134
2023-11-12,1.14671153218427
2023-11-13,1.4767425991257273
2023-11-14,1.4606373841534075
2023-11-15,1.4570162876513864
2023-11-16,1.5258094006073963
2023-11-17,1.5546523609439302
2023-11-18,1.2528613129225927
2023-11-19,1.2190689391385992
2023-11-20,1.5409447771664746
2023-11-21,1.5160359999733584
2023-11-22,1.5030970681892672
2023-11-23,1.5621965756917455
2023-11-24,1.5811113843126896
2023-11-25,1.269299864263285
2023-11-26,1.2255362173640023
2023-11-27,1.537629102233753
2023-11-28,1.5032607477575017
2023-11-29,1.4813149708279838
2023-11-30,1.531982428897038
2023-12-01,1.5431532138754163
2023-12-02,1.2243886166414115
2023-12-03,1.1745540540572466
2023-12-04,1.481536394648338
2023-12-05,1.4430818883284355
2023-12-06,1.4181231370535496
2023-12-07,1.4668834591811628
2023-12-08,1.47726877712505
2023-12-09,1.158838880717181
2023-12-10,1.1104400805905235
2023-12-11,1.4199225085672103
2023-12-12,1.3849782887057367
2023-12-13,1.3644690306470204
2023-12-14,1.418531008393675
2023-12-15,1.4349681591453607
2023-12-16,1.123224753610322
2023-12-17,1.0820197444137958
2023-12-18,1.3990660347518904
2023-12-19,1.3719108687659411
2023-12-20,1.359265765501584
2023-12-21,1.4211143227374383
2023-12-22,1.4451079815063401
2023-12-23,1.1405415527950937
2023-12-24,1.105990457863631
2023-12-25,1.429032865012569
2023-12-26,1.407092862076589
2023-12-27,1.3987730231211648
2023-12-28,1.463964632261612
2023-12-29,1.49024559417236
2023-12-30,1.1868577750760019
2023-12-31,1.1523456733195336
2024-01-01,1.4742795569930183
2024-01-02,1.450099170958871
2024-01-03,1.4384463446733022
2024-01-04,1.4992747475566761
2024-01-05,1.5202468170908827
2024-01-06,1.2107096114242946
2024-01-07,1.169331506189062
2024-01-08,1.4838229060903205
2024-01-09,1.4517771188831783
2024-01-10,1.4319997796110229
2024-01-11,1.4846151386423097
2024-01-12,1.4974593141521966
2024-01-13,1.1800523434442054
2024-01-14,1.131231040503087
2024-01-15,1.4388659210384243
2024-01-16,1.4006984339920001
2024-01-17,1.3756669771286438
2024-01-18,1.4240100959096913
2024-01-19,1.4336570456582303
2024-01-20,1.1141976221666332
2024-01-21,1.0645133283519312
2024-01-22,1.3724931860674479
2024-01-23,1.335870466059443
2024-01-24,1.313548832738912
2024-01-25,1.3657063062795625
2024-01-26,1.3801872093103105
2024-01-27,1.0664739746159488
2024-01-28,1.0233208372433145
2024-01-29,1.3384726613928186
2024-01-30,1.3095051031813245
2024-01-31,1.295154522557559
2024-02-01,1.3554259541594882
2024-02-02,1.3779892045360702
2024-02-03,1.0721548478953915
2024-02-04,1.036512037637429
2024-02-05,1.3586512790742682
2024-02-06,1.3360082631679182
2024-02-07,1.3271970799344228
2024-02-08,1.3921210357636573
2024-02-09,1.4183710680829966
2024-02-10,1.115203469026422
2024-02-11,1.0811787902851928
2024-02-12,1.4038850458777334
2024-02-13,1.3807813016498938
2024-02-14,1.3705299769173325
2024-02-15,1.433106107096188
2024-02-16,1.4561936025866806
2024-02-17,1.1491602735775381
2024-02-18,1.110693565654461
2024-02-19,1.4285202084360247
2024-02-20,1.400245962046456
2024-02-21,1.3846838907561243
2024-02-22,1.4419595216957084
2024-02-23,1.4599030351034723
2024-02-24,1.148020366107719
2024-02-25,1.1051252693216014
2024-02-26,1.4190556480395815
2024-02-27,1.3875104227818031
2024-02-28,1.369375446314803
2024-02-29,1.4248268865888623
2024-03-01,1.4417222714636277
2024-03-02,1.129571105203334
2024-03-03,1.0871671196684705
2024-03-04,1.402305455010803
2024-03-05,1.3726210190314665
2024-03-06,1.3569164890477852
2024-03-07,1.415268317612725
2024-03-08,1.435420860963618
2024-03-09,1.126760452198118
2024-03-10,1.0879513836635972
2024-03-11,1.4066569871529764
2024-03-12,1.3803819501212
2024-03-13,1.3678042191290851
2024-03-14,1.428884740763775
2024-03-15,1.451265052457475
2024-03-16,1.1442444464092354
2024-03-17,1.106418582768479
2024-03-18,1.4254026653349308
2024-03-19,1.3986752577733625
2024-03-20,1.384911048213409
2024-03-21,1.4440907872060702
2024-03-22,1.4638984052181052
2024-03-23,1.153697045466401
2024-03-24,1.112165919783963
2024-03-25,1.4270211501374745
2024-03-26,1.3958567396547674
2024-03-27,1.3774740615942578
2024-03-28,1.4319881842490934
2024-03-29,1.4472211405888429
2024-03-30,1.1326739881994672
2024-03-31,1.0871596805451689
2024-04-01,1.3985200261102757
2024-04-02,1.3644629905315284
2024-04-03,1.3438888354849452
2024-04-04,1.3969935087946805
2024-04-05,1.4116594793404447
2024-04-06,1.0974259330224192
2024-04-07,1.0531204053324625
2024-04-08,1.3665751638867085
2024-04-09,1.3354646140089435
2024-04-10,1.3186322197276774
2024-04-11,1.3761953338863135
2024-04-12,1.3959380913840598
2024-04-13,1.0872842244905825
2024-04-14,1.0489318024293925
2024-04-15,1.3685731211134409
2024-04-16,1.3437359171283687
2024-04-17,1.3331142905848268
2024-04-18,1.3966776170741277
2024-04-19,1.4220674868588024
2024-04-20,1.1185744152138564
2024-04-21,1.0847762152022071
2024-04-22,1.4082611552410331
2024-04-23,1.3864719823221776
2024-04-24,1.378039115269027
2024-04-25,1.4428912233558338
2024-04-26,1.4686531807305456
2024-04-27,1.164623111447371
2024-04-28,1.1294104067951691
2024-04-29,1.450657847409278
2024-04-30,1.42588394073967
2024-05-01,1.4138138266079854
2024-05-02,1.474487031952025
2024-05-03,1.4956521463768824
2024-05-04,1.1867402277568717
2024-05-05,1.146498924440784
2024-05-06,1.4627105589454983
2024-05-07,1.4330304004506074
2024-05-08,1.4163135962713762
2024-05-09,1.4727191587173067
2024-05-10,1.4901011882574906
2024-05-11,1.1779792427026239
2024-05-12,1.13516992755954
2024-05-13,1.449503026665508
2024-05-14,1.4186584579092534
2024-05-15,1.401492563719164
2024-05-16,1.458142152394727
2024-05-17,1.4764164710736967
2024-05-18,1.1657689996482787
2024-05-19,1.1249311008538525
2024-05-20,1.4416307871630187
2024-05-21,1.4134328139949486
2024-05-22,1.399068518834989
2024-05-23,1.4585437200847864
2024-05-24,1.4795347448712335
2024-05-25,1.171364357458554
2024-05-26,1.1326395030520837
2024-05-27,1.4509740079307676
2024-05-28,1.4238323298133553
2024-05-29,1.4098626730837542
2024-05-30,1.4690076697113414
2024-05-31,1.4889026420263405
2024-06-01,1.1788531198841334
2024-06-02,1.1374734922659835
2024-06-03,1.4524099003409479
2024-06-04,1.4211834554708385
2024-06-05,1.4025221039822346
2024-06-06,1.4564693858840254
2024-06-07,1.470780123287502
2024-06-08,1.1548948109778479
2024-06-09,1.1075746591193278
2024-06-10,1.4166204977012318
2024-06-11,1.3797117370823417
2024-06-12,1.3557338254770899
2024-06-13,1.4048825744967497
2024-06-14,1.415055513784413
2024-06-15,1.095822170297634
2024-06-16,1.0460553396431906
2024-06-17,1.3536466674836483
2024-06-18,1.316342831646311
2024-06-19,1.293070847187411
2024-06-20,1.344040929680921
2024-06-21,1.3571371228106224
2024-06-22,1.0418876105289006
2024-06-23,0.9970967844362868
2024-06-24,1.3105623666292927
2024-06-25,1.2799138396947605
2024-06-26,1.2639406473751293
2024-06-27,1.3226985240970928
2024-06-28,1.3439040662246653
2024-06-29,1.0369093583519275
2024-06-30,1.000338607909557
2024-07-01,1.321809963293282
2024-07-02,1.298778638390603
2024-07-03,1.2898696779102052
2024-07-04,1.3549885958206043
2024-07-05,1.381719880732446
2024-07-06,1.0793050726290494
2024-07-07,1.0462822685633837
2024-07-08,1.3702101527223787
2024-07-09,1.3485126121317967
2024-07-10,1.3398122306521356
2024-07-11,1.4040408729375613
2024-07-12,1.4288373532170957
2024-07-13,1.123523916031354
2024-07-14,1.0867434303156942
2024-07-15,1.4061804559022293
2024-07-16,1.379402325416926
2024-07-17,1.3651886319577804
2024-07-18,1.4236374448754214
2024-07-19,1.442558369389712
2024-07-20,1.1314443047241722
2024-07-21,1.0891039328508638
2024-07-22,1.4033782271950492
2024-07-23,1.371977250479535
2024-07-24,1.353805750584724
2024-07-25,1.409065984574421
2024-07-26,1.4256479804021531
2024-07-27,1.1130991683399538
2024-07-28,1.0702554729810911
2024-07-29,1.3849571936074165
2024-07-30,1.3548859593055564
2024-07-31,1.3388912630410443
2024-08-01,1.397094978562623
2024-08-02,1.4172840224161831
2024-08-03,1.108883026273518
2024-08-04,1.0705890257936665
2024-08-05,1.3900913937872694
2024-08-06,1.3649131913642896
2024-08-07,1.3537423190307043
2024-08-08,1.416540743208718
2024-08-09,1.4409418294205831
2024-08-10,1.1362275172951417
2024-08-11,1.1009672181266366
2024-08-12,1.4227415452772463
2024-08-13,1.3989869448478756
2024-08-14,1.3883295164889327
2024-08-15,1.4506962243575692
2024-08-16,1.473713472735053
2024-08-17,1.1666847449610538
2024-08-18,1.1282291711772288
2024-08-19,1.4460041415191176
2024-08-20,1.4175480600354635
2024-08-21,1.401611577667922
2024-08-22,1.4582655721235822
2024-08-23,1.4752959344504029
2024-08-24,1.1621769613993118
2024-08-25,1.1177053319302281
2024-08-26,1.4297179067044437
2024-08-27,1.3959295741139899
2024-08-28,1.375259612044555
2024-08-29,1.4279349631822442
2024-08-30,1.4418806092445813
2024-08-31,1.126688961105453
2024-09-01,1.0812503501956627
2024-09-02,1.3934679534192125
2024-09-03,1.361093452454816
2024-09-04,1.3430519558777887
2024-09-05,1.3995446216046459
2024-09-06,1.418439184193793
2024-09-07,1.1092403021861166
2024-09-08,1.070721788266724
2024-09-09,1.3906440118233045
2024-09-10,1.3665927131426518
2024-09-11,1.3573076789939658
2024-09-12,1.4227896232766764
2024-09-13,1.4506953710379558
2024-09-14,1.1503131450940463
2024-09-15,1.120199895536006
2024-09-16,1.4479038357542096
2024-09-17,1.4308082981767702
2024-09-18,1.427465236502017
2024-09-19,1.4977066013250524
2024-09-20,1.5290435798108133
2024-09-21,1.230645402731073
2024-09-22,1.2009795772721819
2024-09-23,1.5275366433243198
2024-09-24,1.5076755179336372
2024-09-25,1.4999577245444449
2024-09-26,1.5642587227268407
2024-09-27,1.5881663366612186
2024-09-28,1.2809580117727974
2024-09-29,1.2412388014087934
2024-09-30,1.5566632408448013
2024-10-01,1.5247772471635357
2024-10-02,1.5043484276691053
2024-10-03,1.5554731083999143
2024-10-04,1.5659701841118372
2024-10-05,1.2453536267508039
2024-10-06,1.1924656637438944
2024-10-07,1.4951938918205085
2024-10-08,1.4513085698131993
2024-10-09,1.4197885718583494
2024-10-10,1.4609244030253985
2024-10-11,1.4627084588924388
2024-10-12,1.1348044342605363
2024-10-13,1.0761779472313389
2024-10-14,1.3748116851121575
2024-10-15,1.3285413415718843
2024-10-16,1.2963808376889248
2024-10-17,1.3386252255170188
2024-10-18,1.3432414383496205
2024-10-19,1.0198387625763963
2024-10-20,0.9673010553089079
2024-10-21,1.27350396203056
2024-10-22,1.236153342936474
2024-10-23,1.2141133333026717
2024-10-24,1.267512364449862
2024-10-25,1.2841372347954914
2024-10-26,0.9734070304247999
2024-10-27,0.9340088450467875
2024-10-28,1.2536184821500116
2024-10-29,1.229742281057718
2024-10-30,1.2210484310417977
2024-10-31,1.287476045842949
2024-11-01,1.3166320416689723
2024-11-02,1.0177675800660735
2024-11-03,0.989415996230601
2024-11-04,1.3191153750165658
2024-11-05,1.304251904383715
2024-11-06,1.303392366582689
2024-11-07,1.3763940431032262
2024-11-08,1.4108020867916984
2024-11-09,1.1158261386450405
2024-11-10,1.0899781306765304
2024-11-11,1.4207944615506902
2024-11-12,1.4056787017625256
2024-11-13,1.4032332171162607
2024-11-14,1.4733680155161215
2024-11-15,1.503696899005448
2024-11-16,1.2035127259207452
2024-11-17,1.171423750081384
2024-11-18,1.4950742469744904
2024-11-19,1.4719856043540214
2024-11-20,1.4608862839886512
2024-11-21,1.5218189748577267
2024-11-22,1.5425350325589082
2024-11-23,1.2324680204767455
2024-11-24,1.1903683285875057
2024-11-25,1.5040220876559336
2024-11-26,1.4710905633868288
2024-11-27,1.4504384443972311
2024-11-28,1.5022393519792039
2024-11-29,1.5143686751681182
2024-11-30,1.1963755569400645
2024-12-01,1.1471160195745105
2024-12-02,1.4544704612000083
2024-12-03,1.4161817245552097
2024-12-04,1.3911821703773604
2024-12-05,1.4396981038785226
2024-12-06,1.4496416797549145
2024-12-07,1.130582134472521
2024-12-08,1.0813783570630748
2024-12-09,1.3898960531291755
2024-12-10,1.3538457243974231
2024-12-11,1.3321099152408333
2024-12-12,1.3848480903451212
2024-12-13,1.399889280512903
2024-12-14,1.0867043517823514
2024-12-15,1.044039909688603
2024-12-16,1.3596370873730177
2024-12-17,1.331071426893587
2024-12-18,1.3170822847854677
2024-12-19,1.3776800982119752
2024-12-20,1.4005416135613356
2024-12-21,1.0949848905410169
2024-12-22,1.0596060451386633
2024-12-23,1.3820009261797614
2024-12-24,1.3596078764366701
2024-12-25,1.351039947753656
2024-12-26,1.4161948432338267
2024-12-27,1.4426526248618667
2024-12-28,1.1396529376739026
2024-12-29,1.1057336550707377
2024-12-30,1.4284540862000685
2024-12-31,1.405238849075472
2025-01-01,1.3947107397664538
2025-01-02,1.4568008410203235
2025-01-03,1.4791458897122272
2025-01-04,1.1710646468369368
2025-01-05,1.1311951794910662
2025-01-06,1.4472162132232333
2025-01-07,1.4166886884118852
2025-01-08,1.398385893284177
2025-01-09,1.4524004707094331
2025-01-10,1.4665383824874907
2025-01-11,1.1502916482958723
2025-01-12,1.102471849754072
2025-01-13,1.4109276445766938
2025-01-14,1.3733825146472276
2025-01-15,1.348761212032302
2025-01-16,1.397293290438481
2025-01-17,1.406903892746483
2025-01-18,1.0871836929232284
2025-01-19,1.0370200558752667
2025-01-20,1.3443127232620808
2025-01-21,1.3068103001677465
2025-01-22,1.2834360442538066
2025-01-23,1.3343913677838595
2025-01-24,1.3475472304350244
2025-01-25,1.0324153124885014
2025-01-26,0.9877810071825497
2025-01-27,1.301421499852627
2025-01-28,1.2709451535252732
2025-01-29,1.2551206338444127
2025-01-30,1.3139841030271164
